Name,Platform,Year,Genre,Publisher,Global_Sales,Meta_Score,User_Score
MLB FRONT OFFICE MANAGER,X360,2009.0,Sports,Take-Two Interactive,0.07,47,4.6
HEARTS OF IRON III,PC,2009.0,Strategy,Paradox Interactive,0.07,77,7.1
FIFA SOCCER 2004,GC,2003.0,Sports,Electronic Arts,0.07,83,6.3
RAYMAN 3: HOODLUM HAVOC,GC,2003.0,Platform,Ubisoft,0.07,77,8.4
NHL 2K9,WII,2008.0,Sports,Take-Two Interactive,0.07,65,5.4
ULTIMATE MARVEL VS. CAPCOM 3,X360,2011.0,Fighting,Capcom,0.07,79,6.4
BATTLEBORN,PC,2016.0,Shooter,Take-Two Interactive,0.07,69,7.0
GHOST IN THE SHELL: STAND ALONE COMPLEX,PSP,2005.0,Adventure,Atari,0.07,61,7.9
CRIMSON SEA 2,PS2,2004.0,Action,Tecmo Koei,0.07,75,8.1
OPERATION: VIETNAM,DS,2007.0,Shooter,Majesco Entertainment,0.07,65,6.3
CATWOMAN,GC,2004.0,Action,Electronic Arts,0.07,47,6.1
COLOSSEUM: ROAD TO FREEDOM,PS2,2005.0,Role-Playing,Tecmo Koei,0.07,56,8.3
TARGET: TERROR,WII,2008.0,Shooter,Konami Digital Entertainment,0.07,33,3.0
BEATMANIA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.07,67,8.6
ENEMY FRONT,PS3,2014.0,Shooter,City Interactive,0.07,43,5.9
SPARTAN: TOTAL WARRIOR,GC,2005.0,Action,Sega,0.07,73,8.1
TOURNAMENT OF LEGENDS,WII,2010.0,Fighting,Sega,0.07,45,7.2
RIVER CITY RANSOM EX,GBA,2004.0,Action,Atlus,0.07,75,8.6
CRAZY TAXI 2,DC,2001.0,Racing,Sega,0.07,82,8.2
TANK! TANK! TANK!,WIIU,2012.0,Action,Namco Bandai Games,0.07,45,57.0
COMMAND & CONQUER 3: TIBERIUM WARS,PC,2007.0,Strategy,Electronic Arts,0.07,85,8.0
TOY SOLDIERS: WAR CHEST,PS4,2015.0,Action,Ubisoft,0.07,62,72.0
ROBOT ALCHEMIC DRIVE,PS2,2002.0,Action,Enix Corporation,0.07,79,8.2
DYNASTY WARRIORS DS: FIGHTER'S BATTLE,DS,2007.0,Action,Tecmo Koei,0.07,56,6.8
FIGHTER MAKER 2,PS2,2002.0,Fighting,Enterbrain,0.07,58,7.8
NHL 2005,GC,2004.0,Sports,Electronic Arts,0.07,75,5.6
MIDWAY ARCADE TREASURES 3,GC,2005.0,Misc,Midway Games,0.07,65,7.0
RESIDENT EVIL 5,PC,2009.0,Action,Capcom,0.07,86,7.2
GRID 2,PC,2013.0,Racing,Codemasters,0.07,80,5.8
GRAND AGES: MEDIEVAL,PS4,2015.0,Strategy,Kalypso Media,0.07,64,65.0
ALAN WAKE,PC,2012.0,Action,Nordic Games,0.07,83,8.0
DRAGONEER'S ARIA,PSP,2007.0,Role-Playing,Tecmo Koei,0.07,56,6.4
SEGA SOCCER SLAM,GC,2002.0,Sports,Sega,0.07,84,8.0
DEEP LABYRINTH,DS,2006.0,Action,505 Games,0.07,57,6.3
RESIDENT EVIL 6,PS4,2016.0,Shooter,Capcom,0.07,60,66.0
SPAWN: ARMAGEDDON,GC,2003.0,Action,Electronic Arts,0.07,61,7.3
GOD HAND,PS2,2006.0,Action,Capcom,0.07,73,9.1
LEGENDS OF WRESTLING II,GBA,2002.0,Fighting,Acclaim Entertainment,0.07,24,3.7
REDCARD 20-03,PS2,2002.0,Sports,Midway Games,0.07,73,7.7
JAMES BOND 007: BLOOD STONE,DS,2010.0,Shooter,Activision,0.07,70,7.0
FUTURE TACTICS: THE UPRISING,PS2,2004.0,Strategy,Crave Entertainment,0.07,61,6.1
CITIES XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.07,61,5.6
PRINCE OF PERSIA: THE FALLEN KING,DS,2008.0,Action,Ubisoft,0.07,64,6.1
THE BOOK OF UNWRITTEN TALES 2,PS4,2015.0,Adventure,Nordic Games,0.07,63,65.0
BATMAN: RISE OF SIN TZU,GBA,2003.0,Action,Ubisoft,0.07,63,6.8
X-MEN: THE OFFICIAL GAME,GBA,2006.0,Action,Activision,0.07,55,8.6
AGE OF EMPIRES III: THE ASIAN DYNASTIES,PC,2007.0,Strategy,Microsoft Game Studios,0.07,81,8.4
THE KING OF FIGHTERS 02/03,PS2,2005.0,Fighting,SNK,0.07,73,8.6
MONSTER TALE,DS,2011.0,Platform,Majesco Entertainment,0.07,79,8.0
TOKOBOT,PSP,2005.0,Platform,Take-Two Interactive,0.07,72,7.1
TRON: EVOLUTION,PC,2010.0,Action,Disney Interactive Studios,0.07,57,5.6
THE GUIDED FATE PARADOX,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,74,7.8
FALLOUT: BROTHERHOOD OF STEEL,PS2,2004.0,Role-Playing,Avalon Interactive,0.07,64,4.1
ONE PIECE: UNLIMITED WORLD RED,WIIU,2014.0,Action,Namco Bandai Games,0.07,66,79.0
GUNSTAR SUPER HEROES,GBA,2005.0,Shooter,Sega,0.07,83,8.2
INSECTICIDE,DS,2008.0,Action,Gamecock,0.07,55,7.0
FROGGER ADVANCE: THE GREAT QUEST,GBA,2002.0,Action,Konami Digital Entertainment,0.07,55,7.8
PRO EVOLUTION SOCCER 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.07,82,5.6
FULL SPECTRUM WARRIOR: TEN HAMMERS,PS2,2006.0,Strategy,THQ,0.07,71,8.0
"WARHAMMER 40,000: SQUAD COMMAND",DS,2007.0,Strategy,THQ,0.07,57,7.9
ORCS & ELVES,DS,2007.0,Role-Playing,Electronic Arts,0.06,68,7.6
GRADIUS COLLECTION,PSP,2006.0,Shooter,Konami Digital Entertainment,0.06,76,8.0
THE LEGO MOVIE VIDEOGAME,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.06,68,6.9
NANOBREAKER,PS2,2005.0,Action,Konami Digital Entertainment,0.06,51,6.9
MIAMI VICE: THE GAME,PSP,2006.0,Shooter,Activision,0.06,63,7.0
BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.06,60,5.0
BROKEN SWORD 5: THE SERPENT'S CURSE,PS4,2015.0,Adventure,Revolution Software,0.06,72,73.0
FROGGER: HELMET CHAOS,DS,2005.0,Platform,Konami Digital Entertainment,0.06,69,6.8
LEGEND OF THE DRAGON,WII,2007.0,Fighting,Game Factory,0.06,37,4.8
GALLOP RACER 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.06,70,8.7
RAYMAN: HOODLUM'S REVENGE,GBA,2005.0,Platform,Ubisoft,0.06,61,7.2
CEL DAMAGE,GC,2002.0,Racing,Electronic Arts,0.06,67,7.1
BIONICLE HEROES,DS,2006.0,Shooter,Eidos Interactive,0.06,72,6.7
AGE OF EMPIRES ONLINE,PC,2011.0,Strategy,Microsoft Game Studios,0.06,70,5.7
ALIEN SYNDROME,WII,2007.0,Role-Playing,Sega,0.06,48,7.2
MYSTIC HEROES,PS2,2002.0,Action,Tecmo Koei,0.06,67,8.6
FROM THE ABYSS,DS,2008.0,Role-Playing,Nobilis,0.06,59,8.0
MARIO VS. DONKEY KONG: TIPPING STARS,3DS,2015.0,Puzzle,Nintendo,0.06,70,7.4
STAR TREK: TACTICAL ASSAULT,DS,2006.0,Strategy,Ubisoft,0.06,63,7.2
WARHAMMER: BATTLE FOR ATLUMA,PSP,2006.0,Action,Namco Bandai Games,0.06,55,7.4
BLUR,PC,2010.0,Racing,Activision,0.06,81,7.4
SONG OF THE DEEP,PS4,2016.0,Action,Insomniac Games,0.06,69,71.0
UNREAL TOURNAMENT III,PC,2007.0,Shooter,Midway Games,0.06,83,8.0
THE NEXT BIG THING,PC,2011.0,Adventure,Focus Home Interactive,0.06,75,7.3
CALL OF DUTY 2,PC,2005.0,Shooter,Activision,0.06,86,8.5
GIANTS: CITIZEN KABUTO,PS2,2001.0,Shooter,Interplay,0.06,79,6.9
ALONE IN THE DARK,PS2,2008.0,Adventure,Atari,0.06,47,5.0
MUPPETS PARTY CRUISE,PS2,2003.0,Misc,TDK Mediactive,0.06,61,8.3
DEVIL'S THIRD,WIIU,2015.0,Action,Nintendo,0.06,43,66.0
ZERO ESCAPE: ZERO TIME DILEMMA,3DS,2016.0,Adventure,Aksys Games,0.06,81,8.0
BIG BANG MINI,DS,2009.0,Shooter,SouthPeak Games,0.06,78,8.2
CODED ARMS: CONTAGION,PSP,2007.0,Shooter,Konami Digital Entertainment,0.06,56,6.8
THE WITCHER,PC,2007.0,Role-Playing,Atari,0.06,81,8.7
VEXX,GC,2003.0,Platform,Acclaim Entertainment,0.06,71,7.3
SACRED 2: FALLEN ANGEL,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.06,71,6.9
DEAD RISING 2: OFF THE RECORD,PC,2011.0,Action,Capcom,0.06,66,5.7
DISNEY SPORTS SKATEBOARDING,GC,2002.0,Sports,Konami Digital Entertainment,0.06,36,4.7
INVERSION,X360,2012.0,Shooter,Namco Bandai Games,0.06,53,6.5
REMEMBER ME,PC,2013.0,Action,Capcom,0.06,65,7.4
GUN SHOWDOWN,PSP,2006.0,Action,Activision,0.06,73,7.7
IVY THE KIWI?,WII,2010.0,Puzzle,Rising Star Games,0.06,74,7.2
NEED FOR SPEED: SHIFT,PC,2009.0,Racing,Electronic Arts,0.06,83,5.9
CREATE,PC,2010.0,Action,Electronic Arts,0.06,54,5.7
ZOO TYCOON 2,PC,2004.0,Strategy,Microsoft Game Studios,0.06,72,7.9
TOP GUN: HARD LOCK,X360,2012.0,Action,505 Games,0.06,54,3.5
ODDWORLD: MUNCH'S ODDYSEE,GBA,2003.0,Platform,THQ,0.06,44,2.5
LEGO BATMAN: THE VIDEOGAME,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.06,80,7.9
TRACKMANIA TURBO,XONE,2016.0,Action,Ubisoft,0.06,76,73.0
TEENAGE MUTANT NINJA TURTLES 3: MUTANT NIGHTMARE,DS,2005.0,Action,Konami Digital Entertainment,0.06,58,7.4
MERCURY MELTDOWN,PSP,2006.0,Action,Atari,0.06,78,7.8
BROKEN SWORD: THE SHADOW OF THE TEMPLARS,GBA,2002.0,Adventure,BAM! Entertainment,0.06,80,8.3
BACK TO THE FUTURE: THE GAME,WII,2011.0,Adventure,Telltale Games,0.06,66,4.1
SACRED 3,X360,2014.0,Role-Playing,Deep Silver,0.06,51,4.0
TRAPT,PS2,2005.0,Action,Tecmo Koei,0.06,60,8.1
JUMPER: GRIFFIN'S STORY,X360,2008.0,Action,Eidos Interactive,0.06,29,3.3
POPOLOCROIS,PSP,2005.0,Role-Playing,Ignition Entertainment,0.06,66,7.5
DRAGON RAGE,PS2,2001.0,Shooter,3DO,0.06,50,6.3
DIG DUG: DIGGING STRIKE,DS,2005.0,Puzzle,Atari,0.06,65,7.1
BRAVE: A WARRIOR'S TALE,WII,2009.0,Action,SouthPeak Games,0.06,48,4.6
S.T.A.L.K.E.R.: SHADOW OF CHERNOBYL,PC,2007.0,Shooter,THQ,0.06,82,8.5
THE FAST AND THE FURIOUS,PS2,2006.0,Racing,Namco Bandai Games,0.06,59,6.6
WARRIORS OROCHI 2,X360,2008.0,Action,Tecmo Koei,0.06,44,8.1
THE HISTORY CHANNEL: BATTLE FOR THE PACIFIC,X360,2007.0,Shooter,Activision,0.06,35,6.1
TIGER WOODS PGA TOUR 08,DS,2007.0,Sports,Electronic Arts,0.06,81,7.6
BRAVE: A WARRIOR'S TALE,X360,2009.0,Action,SouthPeak Games,0.06,42,5.0
THE SABOTEUR,PC,2009.0,Action,Electronic Arts,0.06,76,7.9
NANOSTRAY,DS,2005.0,Shooter,Majesco Entertainment,0.06,71,7.7
URBAN CHAOS: RIOT RESPONSE,PS2,2006.0,Shooter,Eidos Interactive,0.06,73,7.7
RESIDENT EVIL 2,GC,2003.0,Action,Capcom,0.06,59,8.8
VAMPIRE RAIN: ALTERED SPECIES,PS3,2008.0,Action,Ignition Entertainment,0.06,30,3.5
HARRY POTTER AND THE SORCERER'S STONE,PC,2001.0,Action,Electronic Arts,0.06,65,7.7
SCURGE: HIVE,DS,2006.0,Action,SouthPeak Games,0.06,70,7.4
MURDERED: SOUL SUSPECT,PC,2014.0,Action,Square Enix,0.06,59,7.2
MIRROR'S EDGE,PC,2009.0,Platform,Electronic Arts,0.06,81,8.0
BLADE DANCER: LINEAGE OF LIGHT,PSP,2006.0,Role-Playing,Atari,0.06,60,6.5
RHAPSODY: A MUSICAL ADVENTURE,DS,2008.0,Role-Playing,Nippon Ichi Software,0.06,67,7.9
TITAN QUEST,PC,2006.0,Role-Playing,THQ,0.06,77,8.1
SAMURAI JACK: THE SHADOW OF AKU,PS2,2004.0,Action,Sega,0.06,59,8.8
TSUGUNAI: ATONEMENT,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.06,67,8.5
LOST KINGDOMS II,GC,2003.0,Role-Playing,Activision,0.06,68,8.1
AGGRESSIVE INLINE,GC,2002.0,Sports,Acclaim Entertainment,0.06,88,7.6
VIEWTIFUL JOE: RED HOT RUMBLE,GC,2005.0,Action,Capcom,0.06,62,7.2
THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH II,X360,2006.0,Strategy,Electronic Arts,0.06,79,7.6
PUMP IT UP: EXCEED,PS2,2005.0,Misc,Mastiff,0.06,73,8.4
GOTHIC 3,PC,2006.0,Role-Playing,JoWood Productions,0.06,63,7.5
F1 2010,PC,2010.0,Racing,Codemasters,0.06,84,6.9
MX VS. ATV SUPERCROSS ENCORE,PS4,2015.0,Sports,Nordic Games,0.06,42,38.0
CORALINE,WII,2009.0,Action,D3Publisher,0.06,42,6.1
TOM CLANCY'S RAINBOW SIX 3,GC,2004.0,Shooter,Ubisoft,0.06,68,8.2
V-RALLY 3,PS2,2002.0,Racing,Atari,0.06,82,7.8
AMAZING ISLAND,GC,2004.0,Strategy,Sega,0.06,59,6.6
DEATH JR. II: ROOT OF EVIL,PSP,2006.0,Platform,Konami Digital Entertainment,0.06,68,7.5
HAIL TO THE CHIMP,X360,2008.0,Misc,Gamecock,0.06,52,6.1
MEDAL OF HONOR: AIRBORNE,PC,2007.0,Shooter,Electronic Arts,0.05,78,7.3
FINAL FIGHT: STREETWISE,PS2,2006.0,Action,Capcom,0.05,43,6.1
REBELSTAR: TACTICAL COMMAND,GBA,2005.0,Strategy,Atari,0.05,78,8.5
IL-2 STURMOVIK: CLIFFS OF DOVER,PC,2011.0,Simulation,Ubisoft,0.05,60,7.0
UNSOLVED CRIMES,DS,2008.0,Adventure,Empire Interactive,0.05,66,8.3
VIRTUA TENNIS 3,PSP,2007.0,Sports,Sega,0.05,79,7.8
WING COMMANDER: PROPHECY,GBA,2003.0,Simulation,"Destination Software, Inc",0.05,70,8.3
MARC ECKO'S GETTING UP: CONTENTS UNDER PRESSURE,PS2,2006.0,Action,Atari,0.05,69,7.3
BLOOD OMEN 2,GC,2002.0,Action,Eidos Interactive,0.05,71,8.3
FRONT MISSION EVOLVED,PC,2010.0,Shooter,Square Enix,0.05,63,5.1
DARK SOULS III,PC,2016.0,Role-Playing,Namco Bandai Games,0.05,89,8.5
TOM CLANCY'S HAWX 2,PC,2010.0,Action,Ubisoft,0.05,66,3.8
BLACK SIGIL: BLADE OF THE EXILED,DS,2009.0,Role-Playing,Graffiti,0.05,58,7.5
SAMURAI CHAMPLOO: SIDETRACKED,PS2,2006.0,Action,Namco Bandai Games,0.05,66,7.2
FIFA 17,PC,2016.0,Sports,Electronic Arts,0.05,84,4.2
UEFA CHAMPIONS LEAGUE 2006-2007,X360,2007.0,Sports,Electronic Arts,0.05,72,8.2
HUNTED: THE DEMON'S FORGE,PC,2011.0,Action,Bethesda Softworks,0.05,61,6.6
THE BUREAU: XCOM DECLASSIFIED,PC,2013.0,Shooter,Take-Two Interactive,0.05,66,6.5
TOY SOLDIERS: WAR CHEST,XONE,2015.0,Action,Ubisoft,0.05,60,83.0
CITIES IN MOTION,PC,2011.0,Simulation,Paradox Interactive,0.05,70,7.7
ALIENS IN THE ATTIC,DS,2009.0,Action,Playlogic Game Factory,0.05,58,6.7
VIRTUA STRIKER 2002,GC,2002.0,Sports,Sega,0.05,58,6.3
CODE LYOKO,DS,2007.0,Action,Game Factory,0.05,63,7.1
METAL SLUG ANTHOLOGY,PSP,2007.0,Shooter,Ignition Entertainment,0.05,78,7.6
TENCHU: DARK SECRET,DS,2006.0,Action,From Software,0.05,37,5.8
DISNEY'S PK: OUT OF THE SHADOWS,GC,2002.0,Platform,Ubisoft,0.05,46,6.5
LEGEND OF KAY,PS2,2005.0,Action,JoWood Productions,0.05,72,7.3
DEAD OR ALIVE XTREME 3: FORTUNE,PS4,2016.0,Sports,Tecmo Koei,0.05,43,74.0
IVY THE KIWI?,DS,2010.0,Puzzle,Rising Star Games,0.05,69,6.3
HYSTERIA HOSPITAL: EMERGENCY WARD,WII,2009.0,Action,Oxygen Interactive,0.05,53,6.0
PONY FRIENDS,DS,2007.0,Simulation,Eidos Interactive,0.05,67,6.6
FERRARI F355 CHALLENGE,PS2,2002.0,Racing,Sony Computer Entertainment,0.05,70,5.5
SHIFTERS,PS2,2002.0,Adventure,3DO,0.05,37,5.9
EARTH DEFENSE FORCE 4.1: THE SHADOW OF NEW DESPAIR,PS4,2015.0,Shooter,Xseed Games,0.05,64,74.0
NANOSTRAY 2,DS,2008.0,Shooter,Codemasters,0.05,75,7.8
MORTAL KOMBAT X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.05,76,5.7
SIGMA STAR SAGA,GBA,2005.0,Role-Playing,Atari,0.05,68,8.5
ASSETTO CORSA,PS4,2016.0,Racing,505 Games,0.05,73,61.0
PLANTS VS. ZOMBIES,PC,2009.0,Strategy,PopCap Games,0.05,87,8.8
STAR WARS: REPUBLIC COMMANDO,PC,2005.0,Shooter,LucasArts,0.05,78,8.6
DOWNFORCE,PS2,2002.0,Racing,Avalon Interactive,0.05,69,7.8
BEJEWELED TWIST,PC,2008.0,Puzzle,PopCap Games,0.05,78,7.5
STREET FIGHTER V,PC,2016.0,Fighting,Capcom,0.05,74,3.2
ENEMY FRONT,X360,2014.0,Shooter,Namco Bandai Games,0.05,35,5.7
SHERLOCK HOLMES: CRIMES & PUNISHMENTS,PC,2014.0,Adventure,Focus Home Interactive,0.05,77,7.7
JENGA WORLD TOUR,WII,2007.0,Misc,Atari,0.05,26,2.8
MEN OF WAR: ASSAULT SQUAD,PC,2011.0,Strategy,1C Company,0.05,77,7.9
YANYA CABALLISTA: CITY SKATER,PS2,2001.0,Sports,Tecmo Koei,0.05,58,6.3
CHILD OF LIGHT,PS4,2014.0,Role-Playing,Ubisoft,0.05,82,80.0
SECOND SIGHT,GC,2004.0,Adventure,Codemasters,0.05,77,8.3
THE TECHNOMANCER,PS4,2016.0,Role-Playing,Focus Home Interactive,0.05,60,67.0
MIRROR'S EDGE CATALYST,PC,2016.0,Platform,Electronic Arts,0.05,74,5.4
PAC-MAN AND THE GHOSTLY ADVENTURES,WIIU,2013.0,Platform,Namco Bandai Games,0.05,58,65.0
OUTRUN 2006: COAST 2 COAST,PS2,2006.0,Racing,Sega,0.05,81,8.3
HERCULES: THE LEGENDARY JOURNEYS,N64,2000.0,Role-Playing,Titus,0.05,55,7.4
DIRT 2,PC,2009.0,Racing,Codemasters,0.05,89,8.2
GUILTY GEAR DUST STRIKERS,DS,2006.0,Fighting,Majesco Entertainment,0.05,60,6.1
DARK SUMMIT,GC,2002.0,Sports,THQ,0.05,68,4.5
SINGULARITY,PC,2010.0,Shooter,Mastertronic,0.05,76,7.7
"WARHAMMER 40,000: DAWN OF WAR",PC,2004.0,Strategy,THQ,0.05,86,8.7
HAIL TO THE CHIMP,PS3,2008.0,Misc,Gamecock,0.05,51,4.5
THE LOST VIKINGS,GBA,2003.0,Puzzle,Activision,0.05,75,8.8
YAIBA: NINJA GAIDEN Z,X360,2014.0,Action,Tecmo Koei,0.05,50,5.3
ASSASSIN'S CREED: ALTAIR'S CHRONICLES,DS,2008.0,Platform,Ubisoft,0.05,58,6.4
NIKE+ KINECT TRAINING,X360,2012.0,Sports,Microsoft Game Studios,0.05,71,7.3
STRETCH PANIC,PS2,2001.0,Platform,Midas Interactive Entertainment,0.05,65,7.8
EMPIRE EARTH,PC,2001.0,Strategy,Vivendi Games,0.05,81,8.3
VIRTUA TENNIS 3,X360,2007.0,Sports,Sega,0.05,80,6.9
YU-GI-OH! WORLD CHAMPIONSHIP 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.05,76,7.7
FREELANCER,PC,2003.0,Simulation,Microsoft Game Studios,0.05,85,8.9
OPERATION FLASHPOINT: DRAGON RISING,PC,2009.0,Shooter,Codemasters,0.05,76,5.0
LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,PC,2009.0,Action,Activision,0.05,66,7.4
THE GRIM ADVENTURES OF BILLY & MANDY,WII,2006.0,Action,Midway Games,0.05,61,6.1
WHIRL TOUR,GC,2002.0,Sports,Vivendi Games,0.05,61,7.2
ADVENTURE TIME: EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,PS3,2013.0,Action,D3Publisher,0.05,40,3.8
STUNT GP,PS2,2001.0,Racing,Titus,0.05,49,8.4
NEVERLAND CARD BATTLES,PSP,2008.0,Role-Playing,Idea Factory,0.05,57,8.0
WORMS RELOADED,PC,2010.0,Strategy,Team17 Software,0.05,79,6.9
STARCRAFT,PC,1998.0,Strategy,Activision,0.05,88,9.1
GRIMGRIMOIRE,PS2,2007.0,Strategy,Tecmo Koei,0.05,79,7.9
ROCK 'N ROLL RACING,GBA,2003.0,Racing,Activision,0.05,80,8.4
FAR CRY,PC,2004.0,Shooter,Ubisoft,0.05,89,8.0
DYNASTY WARRIORS VOL. 2,PSP,2006.0,Action,Tecmo Koei,0.05,57,8.6
DEADLIEST CATCH: ALASKAN STORM,X360,2008.0,Sports,Navarre Corp,0.05,56,5.9
2002 FIFA WORLD CUP,GC,2002.0,Sports,Electronic Arts,0.05,78,7.7
FIFA SOCCER 10,PC,2009.0,Sports,Electronic Arts,0.05,72,4.6
SMASH COURT TENNIS 3,PSP,2007.0,Sports,Namco Bandai Games,0.05,68,6.4
SUMMONER: A GODDESS REBORN,GC,2003.0,Role-Playing,THQ,0.05,72,7.8
SAINTS ROW: GAT OUT OF HELL,PS4,2015.0,Action,Deep Silver,0.05,64,58.0
THE SIMS,PC,2000.0,Simulation,Electronic Arts,0.05,92,7.9
MOON,DS,2009.0,Adventure,Mastiff,0.05,71,7.5
PAYDAY 2,PC,2013.0,Shooter,505 Games,0.05,79,3.8
GRAND AGES: MEDIEVAL,PC,2015.0,Strategy,Kalypso Media,0.05,63,5.5
COMPANY OF HEROES,PC,2006.0,Strategy,THQ,0.05,93,8.8
SILENT HUNTER: WOLVES OF THE PACIFIC,PC,2007.0,Simulation,Ubisoft,0.05,79,7.1
V-RALLY 3,GBA,2002.0,Racing,Atari,0.05,82,8.8
FROGGER: ANCIENT SHADOW,GC,2005.0,Platform,Konami Digital Entertainment,0.05,54,7.7
POOL PARTY,WII,2007.0,Sports,SouthPeak Games,0.05,32,1.6
MICROSOFT TRAIN SIMULATOR,PC,2001.0,Simulation,Microsoft Game Studios,0.05,84,7.6
HOSHIGAMI: RUINING BLUE EARTH,PS,2001.0,Role-Playing,Max Five,0.05,62,8.7
SUPREME COMMANDER,PC,2007.0,Strategy,THQ,0.05,86,8.3
F1 2015,PC,2015.0,Racing,Codemasters,0.05,61,3.9
WONDER WORLD AMUSEMENT PARK,WII,2008.0,Misc,Majesco Entertainment,0.05,37,4.5
TIME CRISIS: PROJECT TITAN,PS,2001.0,Shooter,Namco Bandai Games,0.05,71,6.9
YS: THE ARK OF NAPISHTIM,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.05,64,7.4
FAST & FURIOUS: SHOWDOWN,X360,2013.0,Action,Activision,0.05,22,1.0
TOM CLANCY'S RAINBOW SIX: LOCKDOWN,GC,2005.0,Shooter,Ubisoft,0.05,72,7.8
FIFA MANAGER 12,PC,2011.0,Sports,Electronic Arts,0.05,72,4.2
TMNT,DS,2007.0,Action,Ubisoft,0.05,42,3.6
MAFIA,PC,2002.0,Action,Take-Two Interactive,0.05,88,9.2
FANTASTIC FOUR: RISE OF THE SILVER SURFER,WII,2007.0,Action,Take-Two Interactive,0.05,39,5.9
FORD BOLD MOVES STREET RACING,PSP,2006.0,Racing,Xplosiv,0.05,52,7.3
MARCH OF THE PENGUINS,DS,2006.0,Adventure,Zoo Digital Publishing,0.05,34,7.4
ROCK OF THE DEAD,X360,2010.0,Shooter,Conspiracy Entertainment,0.05,48,4.8
CITY LIFE: WORLD EDITION,PC,2007.0,Simulation,Monte Christo Multimedia,0.05,75,7.5
WOLFENSTEIN,PC,2009.0,Shooter,Activision,0.05,74,7.3
DOUBLE DRAGON ADVANCE,GBA,2003.0,Action,Atlus,0.05,75,8.4
FANTASTIC FOUR: RISE OF THE SILVER SURFER,DS,2007.0,Action,Take-Two Interactive,0.05,35,4.8
TROPICO 3,PC,2009.0,Strategy,Kalypso Media,0.05,79,8.1
MIGHTY NO. 9,PS4,2016.0,Platform,Deep Silver,0.05,52,35.0
SECRET FILES: TUNGUSKA,PC,2006.0,Adventure,DreamCatcher Interactive,0.05,66,7.2
BAD BOYS: MIAMI TAKEDOWN,GC,2004.0,Shooter,Empire Interactive,0.05,35,2.0
GUILTY GEAR XX ACCENT CORE,PS2,2007.0,Fighting,Unknown,0.04,77,8.4
DISNEY'S DONALD DUCK: GOIN' QUACKERS,GC,2002.0,Platform,Ubisoft,0.04,61,3.0
BIONICLE HEROES,WII,2007.0,Shooter,Eidos Interactive,0.04,52,6.0
TOM CLANCY'S HAWX,PC,2009.0,Action,Ubisoft,0.04,70,7.2
FRONT MISSION,DS,2007.0,Strategy,Square Enix,0.04,72,7.4
BOKTAI 2: SOLAR BOY DJANGO,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.04,78,8.0
PRAETORIANS,PC,2003.0,Strategy,Eidos Interactive,0.04,78,7.7
SEBASTIEN LOEB RALLY EVO,PS4,2016.0,Racing,Milestone S.r.l,0.04,71,76.0
DEAD HEAD FRED,PSP,2007.0,Action,D3Publisher,0.04,75,7.6
ROGUE TROOPER,PS2,2006.0,Shooter,Eidos Interactive,0.04,71,8.4
SPLIT/SECOND,PC,2010.0,Racing,Disney Interactive Studios,0.04,79,7.9
PAINKILLER: HELL & DAMNATION,PS3,2013.0,Shooter,Nordic Games,0.04,40,6.6
NEED FOR SPEED: PROSTREET,PC,2007.0,Racing,Electronic Arts,0.04,70,6.4
PRO EVOLUTION SOCCER 2016,PC,2015.0,Sports,Konami Digital Entertainment,0.04,76,4.3
RED NINJA: END OF HONOR,PS2,2005.0,Action,Vivendi Games,0.04,47,4.9
METAL GEAR SOLID: DIGITAL GRAPHIC NOVEL,PSP,2006.0,Misc,Konami Digital Entertainment,0.04,78,7.6
BARNYARD,WII,2006.0,Action,THQ,0.04,65,5.8
SPRAY,WII,2008.0,Action,Tecmo Koei,0.04,42,4.7
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,PC,2008.0,Action,LucasArts,0.04,78,7.9
ATTACK OF THE MOVIES 3D,X360,2010.0,Shooter,Majesco Entertainment,0.04,38,1.7
THE SIMS 2: PETS,PC,2006.0,Simulation,Electronic Arts,0.04,76,7.7
PORT ROYALE 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.04,75,7.7
BLACK & WHITE,PC,2001.0,Strategy,Electronic Arts,0.04,90,7.7
COMPANY OF HEROES: TALES OF VALOR,PC,2009.0,Strategy,THQ,0.04,70,7.1
DEVIL MAY CRY 4,PC,2008.0,Action,Capcom,0.04,78,8.5
