Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_Score,User_Score
13046,STREET FIGHTER V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,74,3.2
13048,ENEMY FRONT,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05,35,5.7
13052,SHERLOCK HOLMES: CRIMES & PUNISHMENTS,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,77,7.7
13053,JENGA WORLD TOUR,WII,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26,2.8
13059,MEN OF WAR: ASSAULT SQUAD,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77,7.9
13061,YANYA CABALLISTA: CITY SKATER,PS2,2001.0,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,58,6.3
13072,CHILD OF LIGHT,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82,80.0
13089,SECOND SIGHT,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77,8.3
13097,THE TECHNOMANCER,PS4,2016.0,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05,60,67.0
13102,MIRROR'S EDGE CATALYST,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,74,5.4
13108,PAC-MAN AND THE GHOSTLY ADVENTURES,WIIU,2013.0,Platform,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05,58,65.0
13111,OUTRUN 2006: COAST 2 COAST,PS2,2006.0,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81,8.3
13115,HERCULES: THE LEGENDARY JOURNEYS,N64,2000.0,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05,55,7.4
13129,DIRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89,8.2
13134,GUILTY GEAR DUST STRIKERS,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60,6.1
13135,DARK SUMMIT,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68,4.5
13136,SINGULARITY,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76,7.7
13141,"WARHAMMER 40,000: DAWN OF WAR",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86,8.7
13147,HAIL TO THE CHIMP,PS3,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51,4.5
13148,THE LOST VIKINGS,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75,8.8
13150,YAIBA: NINJA GAIDEN Z,X360,2014.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,50,5.3
13155,ASSASSIN'S CREED: ALTAIR'S CHRONICLES,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58,6.4
13159,NIKE+ KINECT TRAINING,X360,2012.0,Sports,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.05,71,7.3
13168,STRETCH PANIC,PS2,2001.0,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,65,7.8
13169,EMPIRE EARTH,PC,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81,8.3
13177,VIRTUA TENNIS 3,X360,2007.0,Sports,Sega,0.03,0.02,0.0,0.0,0.05,80,6.9
13179,YU-GI-OH! WORLD CHAMPIONSHIP 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,76,7.7
13181,FREELANCER,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85,8.9
13183,OPERATION FLASHPOINT: DRAGON RISING,PC,2009.0,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05,76,5.0
13191,LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05,66,7.4
13196,THE GRIM ADVENTURES OF BILLY & MANDY,WII,2006.0,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,61,6.1
13198,WHIRL TOUR,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61,7.2
13211,ADVENTURE TIME: EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,PS3,2013.0,Action,D3Publisher,0.02,0.02,0.0,0.01,0.05,40,3.8
13213,STUNT GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49,8.4
13226,NEVERLAND CARD BATTLES,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,57,8.0
13230,WORMS RELOADED,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79,6.9
13231,STARCRAFT,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88,9.1
13242,GRIMGRIMOIRE,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79,7.9
13250,ROCK 'N ROLL RACING,GBA,2003.0,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80,8.4
13252,FAR CRY,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89,8.0
13254,DYNASTY WARRIORS VOL. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57,8.6
13266,DEADLIEST CATCH: ALASKAN STORM,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56,5.9
13267,2002 FIFA WORLD CUP,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78,7.7
13276,FIFA SOCCER 10,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72,4.6
13283,SMASH COURT TENNIS 3,PSP,2007.0,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05,68,6.4
13286,SUMMONER: A GODDESS REBORN,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72,7.8
13287,SAINTS ROW: GAT OUT OF HELL,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64,58.0
13289,THE SIMS,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92,7.9
13295,MOON,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71,7.5
13299,PAYDAY 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,79,3.8
13300,GRAND AGES: MEDIEVAL,PC,2015.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05,63,5.5
13303,COMPANY OF HEROES,PC,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93,8.8
13308,SILENT HUNTER: WOLVES OF THE PACIFIC,PC,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79,7.1
13310,V-RALLY 3,GBA,2002.0,Racing,Atari,0.03,0.01,0.0,0.0,0.05,82,8.8
13321,FROGGER: ANCIENT SHADOW,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54,7.7
13330,POOL PARTY,WII,2007.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32,1.6
13331,MICROSOFT TRAIN SIMULATOR,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84,7.6
13334,HOSHIGAMI: RUINING BLUE EARTH,PS,2001.0,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62,8.7
13340,SUPREME COMMANDER,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86,8.3
13342,F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05,61,3.9
13346,WONDER WORLD AMUSEMENT PARK,WII,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37,4.5
13349,TIME CRISIS: PROJECT TITAN,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71,6.9
13350,YS: THE ARK OF NAPISHTIM,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64,7.4
13356,FAST & FURIOUS: SHOWDOWN,X360,2013.0,Action,Activision,0.0,0.04,0.0,0.0,0.05,22,1.0
13359,TOM CLANCY'S RAINBOW SIX: LOCKDOWN,GC,2005.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72,7.8
13360,FIFA MANAGER 12,PC,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72,4.2
13364,TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.05,42,3.6
13370,MAFIA,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05,88,9.2
13388,FANTASTIC FOUR: RISE OF THE SILVER SURFER,WII,2007.0,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39,5.9
13396,FORD BOLD MOVES STREET RACING,PSP,2006.0,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.05,52,7.3
13401,MARCH OF THE PENGUINS,DS,2006.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34,7.4
13402,ROCK OF THE DEAD,X360,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48,4.8
13405,CITY LIFE: WORLD EDITION,PC,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05,75,7.5
13408,WOLFENSTEIN,PC,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74,7.3
13419,DOUBLE DRAGON ADVANCE,GBA,2003.0,Action,Atlus,0.03,0.01,0.0,0.0,0.05,75,8.4
13426,FANTASTIC FOUR: RISE OF THE SILVER SURFER,DS,2007.0,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.05,35,4.8
13430,TROPICO 3,PC,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05,79,8.1
13437,MIGHTY NO. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52,35.0
13444,SECRET FILES: TUNGUSKA,PC,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05,66,7.2
13451,BAD BOYS: MIAMI TAKEDOWN,GC,2004.0,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35,2.0
13473,GUILTY GEAR XX ACCENT CORE,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77,8.4
13478,DISNEY'S DONALD DUCK: GOIN' QUACKERS,GC,2002.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61,3.0
13484,BIONICLE HEROES,WII,2007.0,Shooter,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,52,6.0
13485,TOM CLANCY'S HAWX,PC,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70,7.2
13491,FRONT MISSION,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72,7.4
13495,BOKTAI 2: SOLAR BOY DJANGO,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78,8.0
13496,PRAETORIANS,PC,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78,7.7
13510,SEBASTIEN LOEB RALLY EVO,PS4,2016.0,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71,76.0
13520,DEAD HEAD FRED,PSP,2007.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75,7.6
13529,ROGUE TROOPER,PS2,2006.0,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71,8.4
13539,SPLIT/SECOND,PC,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79,7.9
13546,PAINKILLER: HELL & DAMNATION,PS3,2013.0,Shooter,Nordic Games,0.02,0.02,0.0,0.01,0.04,40,6.6
13565,NEED FOR SPEED: PROSTREET,PC,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70,6.4
13568,PRO EVOLUTION SOCCER 2016,PC,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76,4.3
13577,RED NINJA: END OF HONOR,PS2,2005.0,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47,4.9
13586,METAL GEAR SOLID: DIGITAL GRAPHIC NOVEL,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78,7.6
13591,BARNYARD,WII,2006.0,Action,THQ,0.04,0.0,0.0,0.0,0.04,65,5.8
13592,SPRAY,WII,2008.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42,4.7
13597,LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,PC,2008.0,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,78,7.9
13611,ATTACK OF THE MOVIES 3D,X360,2010.0,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38,1.7
13618,THE SIMS 2: PETS,PC,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76,7.7
13625,PORT ROYALE 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75,7.7
13632,BLACK & WHITE,PC,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,90,7.7
13635,COMPANY OF HEROES: TALES OF VALOR,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70,7.1
13640,DEVIL MAY CRY 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78,8.5
13648,GUILTY GEAR XX ACCENT CORE,WII,2007.0,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75,8.3
13652,7 DAYS TO DIE,XONE,2016.0,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,35,54.0
13658,PAC-MAN WORLD RALLY,PSP,2006.0,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,51,7.5
13660,HEROES OF MIGHT AND MAGIC V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77,8.0
13663,HELLBOY: THE SCIENCE OF EVIL,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42,6.5
13670,FERRARI CHALLENGE TROFEO PIRELLI,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71,6.1
13679,IMPERIAL GLORY,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69,8.0
13688,LOST PLANET 3,PC,2013.0,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,61,6.2
13694,RISE OF NATIONS,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89,8.8
13696,WARJETZ,PS2,2001.0,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59,5.5
13701,GITAROO MAN LIVES!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,80,8.4
13704,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04,87,73.0
13705,COMPANY OF HEROES: OPPOSING FRONTS,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87,8.7
13711,MEN OF WAR: VIETNAM,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68,5.3
13715,SWAT: TARGET LIBERTY,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50,6.2
13716,OUTRUN 2006: COAST 2 COAST,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.01,0.04,82,8.3
13720,AEON FLUX,PS2,2005.0,Action,THQ,0.02,0.02,0.0,0.01,0.04,66,5.8
13726,OFF-ROAD DRIVE,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,60,5.9
13734,GRAND THEFT AUTO: VICE CITY,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94,8.8
13751,METEOS: DISNEY MAGIC,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74,6.6
13753,RESIDENT EVIL: OPERATION RACCOON CITY,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48,4.2
13761,INFAMOUS: FIRST LIGHT,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,73,74.0
13765,ONE PIECE: BURNING BLOOD,XONE,2016.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,60,64.0
13774,EMPIRE EARTH III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50,3.2
13782,FISHERMAN'S CHALLENGE,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67,6.8
13787,PATRICIAN IV,PC,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66,6.3
13795,SURF'S UP,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59,5.1
13808,RESIDENT EVIL: REVELATIONS,PC,2013.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,77,7.2
13813,BROTHERS IN ARMS DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72,8.1
13818,HEADHUNTER: REDEMPTION,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,0.04,62,6.4
13820,BOMBERMAN: ACT ZERO,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34,2.3
13825,STOKED: BIG AIR EDITION,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,72,7.7
13827,CASTLEVANIA: LORDS OF SHADOW 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58,7.7
13831,TWIN STRIKE: OPERATION THUNDER,WII,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50,7.7
13835,THE MOVIES,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84,8.2
13851,SCARFACE: THE WORLD IS YOURS,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,73,7.7
13852,BLOOD BOWL,PC,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,72,6.5
13854,SUPREME COMMANDER: FORGED ALLIANCE,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,81,8.9
13858,SID MEIER'S RAILROADS!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,77,5.6
13871,CAESAR IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74,7.8
13873,SONG OF THE DEEP,XONE,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.04,66,71.0
13876,HARRY POTTER AND THE ORDER OF THE PHOENIX,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,63,5.5
13880,STOLEN,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51,7.1
13886,HALO: COMBAT EVOLVED,PC,2003.0,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,83,7.7
13887,HATSUNE MIKU: PROJECT DIVA X,PS4,2016.0,Misc,Sega,0.01,0.0,0.02,0.0,0.04,78,73.0
13906,SAINTS ROW 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,72,6.8
13907,HARRY POTTER AND THE PRISONER OF AZKABAN,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,67,7.6
13912,LEGO JURASSIC WORLD,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72,7.4
13913,SECRET FILES 2: PURITAS CORDIS,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04,64,6.8
13917,RABBIDS LAND,WIIU,2012.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04,52,53.0
13920,RODEA THE SKY SOLDIER,3DS,2015.0,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45,5.7
13926,ECHO NIGHT BEYOND,PS2,2004.0,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,60,8.6
13944,LITTLE RED RIDING HOOD'S ZOMBIE BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68,7.7
13948,RAILROAD TYCOON 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04,80,7.7
13952,RESIDENT EVIL 6,XONE,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04,63,64.0
13953,TEENAGE ZOMBIES: INVASION OF THE ALIEN BRAIN THINGYS,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67,8.2
13958,RUGBY 08,PS2,2007.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,74,7.4
13961,CY GIRLS,PS2,2004.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,53,8.8
13970,C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,44,6.9
13982,TRINE 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84,8.3
13986,SCALER,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69,7.3
13990,LEGASISTA,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68,6.4
13992,THE NIGHT OF THE RABBIT,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04,75,7.6
14000,WITHOUT WARNING,PS2,2005.0,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,45,5.8
14003,AGE OF MYTHOLOGY: THE TITANS,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04,84,8.8
14009,NAPOLEON DYNAMITE: THE GAME,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,37,4.6
14013,WORLD OF GOO,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90,8.4
14020,WORLD IN CONFLICT,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89,8.1
14023,S.T.A.L.K.E.R.: CLEAR SKY,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75,7.7
14025,SD GUNDAM FORCE: SHOWDOWN!,PS2,2004.0,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,58,3.5
14041,TOMB RAIDER: ANNIVERSARY,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,83,8.1
14053,ALPHA PROTOCOL,PC,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04,72,7.5
14056,DARKSTAR ONE,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04,71,7.2
14078,A GAME OF THRONES: GENESIS,PC,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,53,4.1
14084,HITMAN: BLOOD MONEY,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,82,8.8
14085,ASSASSIN'S CREED CHRONICLES: CHINA,PS4,2015.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69,60.0
14086,THE CURSED CRUSADE,PC,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.04,55,5.6
14091,STAR WARS JEDI KNIGHT: JEDI ACADEMY,PC,2003.0,Shooter,Activision,0.0,0.03,0.0,0.01,0.04,81,8.6
14097,MIGHT & MAGIC X: LEGACY,PC,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.04,71,7.3
14105,ADVENTURE TIME: EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,WIIU,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.0,0.03,40,50.0
14112,SUPREME RULER: COLD WAR,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63,6.7
14121,ASTERIX & OBELIX: KICK BUTTIX,PS2,2004.0,Action,Atari,0.02,0.01,0.0,0.0,0.03,59,7.7
14123,BOUNTY HOUNDS,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,63,6.2
14125,APACHE: AIR ASSAULT,PC,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.01,0.03,64,7.3
14144,TOUR DE FRANCE 2014,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53,53.0
14161,RISE OF NATIONS: RISE OF LEGENDS,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,84,8.4
14168,MOTOGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,69,7.4
14172,RED FACTION II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,79,7.8
14178,BATTLE ENGINE AQUILA,PS2,2003.0,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,73,7.8
14179,ASTONISHIA STORY,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,48,5.6
14188,TEENAGE MUTANT NINJA TURTLES: MUTANTS IN MANHATTAN,XONE,2016.0,Action,Activision,0.02,0.01,0.0,0.0,0.03,55,60.0
14189,BATTLE ASSAULT 3 FEATURING GUNDAM SEED,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48,8.7
14190,CRIMSON TEARS,PS2,2004.0,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,62,8.0
14207,RED FACTION: GUERRILLA,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,82,7.6
14214,RACE ON,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,73,7.5
14217,OVERLORD II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,79,8.1
14222,CALL OF JUAREZ: BOUND IN BLOOD,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,78,7.9
14226,THE SUM OF ALL FEARS,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,36,3.4
14236,NASCAR HEAT EVOLUTION,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.03,66,44.0
14241,PRINCE OF PERSIA: THE FORGOTTEN SANDS,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75,6.8
14246,TRIALS FUSION,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80,6.9
14249,LEGEND OF THE DRAGON,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03,38,5.3
14259,EARTHWORM JIM 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,45,5.6
14267,COMBAT MISSION: SHOCK FORCE,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,62,3.2
14302,MEN OF WAR,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,80,8.0
14303,TOY SHOP,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,31,5.0
